ID,Imperor,Image_path_av,bbox_av_face
692,Theodosius II,images/692_obv_Theodosius II.jpg,"[74, 53, 230, 289]"
693,Theodosius II,images/693_obv_Theodosius II.jpg,"[71, 19, 237, 250]"
694,Theodosius II,images/694_obv_Theodosius II.jpg,"[56.4899787902832, 48.65472412109375, 234.09632873535156, 295.0024108886719]"
695,Theodosius II,images/695_obv_Theodosius II.jpg,"[50.42046356201172, 41.43610763549805, 237.54977416992188, 280.8976745605469]"
696,Theodosius II,images/696_obv_Theodosius II.jpg,"[67, 22, 235, 241]"
697,Theodosius II,images/697_obv_Theodosius II.jpg,"[64, 47, 223, 267]"
698,Theodosius II,images/698_obv_Theodosius II.jpg,"[61, 35, 235, 242]"
699,Theodosius II,images/699_obv_Theodosius II.jpg,"[68, 52, 234, 261]"
700,Theodosius II,images/700_obv_Theodosius II.jpg,"[61, 48, 245, 246]"
701,Theodosius II,images/701_obv_Theodosius II__Valentinian III.jpg,"[61, 51, 257, 263]"
702,Theodosius II,images/702_obv_Theodosius II.jpg,"[83, 60, 219, 265]"
703,Theodosius II,images/703_obv_Theodosius II.jpg,"[76, 38, 217, 253]"
704,Theodosius II,images/704_obv_Theodosius II.jpg,"[76, 42, 218, 272]"
705,Theodosius II,images/705_obv_Theodosius II.jpg,"[42.29312515258789, 36.620033264160156, 250.3104248046875, 293.26495361328125]"
706,Theodosius II,images/706_obv_Theodosius II.jpg,"[77, 58, 214, 292]"
707,Theodosius II,images/707_obv_Theodosius II.jpg,"[78, 44, 239, 264]"
708,Theodosius II,images/708_obv_Theodosius II.jpg,"[69, 47, 240, 277]"
709,Theodosius II,images/709_obv_Theodosius II.jpg,"[67, 40, 232, 261]"
710,Theodosius II,images/710_obv_Theodosius II.jpg,"[69, 67, 236, 276]"
711,Theodosius II,images/711_obv_Theodosius II.jpg,"[20.01059341430664, 65.73463439941406, 235.83956909179688, 298.96343994140625]"
712,Theodosius II,images/712_obv_Theodosius II.jpg,"[73, 44, 225, 261]"
713,Theodosius II,images/713_obv_Honorius__Arcadius__Theodosius II.jpg,"[42.30577087402344, 0.0, 289.92498779296875, 277.2409973144531]"
714,Theodosius II,images/714_obv_Honorius__Arcadius__Theodosius II.jpg,"[15.972088813781738, 26.618268966674805, 260.7041931152344, 291.04315185546875]"
715,Theodosius II,images/715_obv_Theodosius II.jpg,"[74, 64, 231, 262]"
716,Theodosius II,images/716_obv_Theodosius II.jpg,"[57.10664367675781, 39.98725509643555, 267.27020263671875, 287.8182067871094]"
717,Theodosius II,images/717_obv_Theodosius II.jpg,"[76, 40, 242, 255]"
718,Theodosius II,images/718_obv_Theodosius II__Valentinian III.jpg,"[58, 60, 248, 262]"
719,Theodosius II,images/719_obv_Theodosius II.jpg,"[79, 55, 247, 253]"
720,Theodosius II,images/720_obv_Theodosius II.jpg,"[90, 59, 215, 283]"
721,Theodosius II,images/721_obv_Theodosius II.jpg,"[67, 61, 217, 266]"
722,Theodosius II,images/722_obv_Theodosius II.jpg,"[37, 65, 253, 277]"
723,Theodosius II,images/723_obv_Theodosius II.jpg,"[39.5920295715332, 50.818660736083984, 239.30801391601562, 282.7092590332031]"
724,Theodosius II,images/724_obv_Theodosius II__Valentinian III.jpg,"[75, 56, 243, 257]"
725,Theodosius II,images/725_obv_Theodosius II__Valentinian III.jpg,"[88.1489486694336, 44.647403717041016, 253.8348388671875, 287.9243469238281]"
726,Theodosius II,images/726_obv_Theodosius II.jpg,"[56, 43, 250, 258]"
727,Theodosius II,images/727_obv_Theodosius II.jpg,"[63, 59, 239, 256]"
728,Theodosius II,images/728_obv_Theodosius II.jpg,"[54, 34, 205, 266]"
729,Theodosius II,images/729_obv_Theodosius II.jpg,"[82, 65, 226, 270]"
730,Theodosius II,images/730_obv_Theodosius II.jpg,"[56, 42, 234, 264]"
731,Theodosius II,images/731_obv_Theodosius II.jpg,"[69, 47, 208, 257]"
732,Theodosius II,images/732_obv_Honorius__Theodosius II.jpg,"[73, 48, 220, 281]"
733,Theodosius II,images/733_obv_Honorius__Theodosius II.jpg,"[75, 63, 211, 283]"
734,Theodosius II,images/734_obv_Honorius__Theodosius II.jpg,"[74, 71, 225, 282]"
735,Theodosius II,images/735_obv_Honorius__Arcadius__Theodosius II.jpg,"[94, 59, 233, 282]"
736,Theodosius II,images/736_obv_Honorius__Arcadius__Theodosius II.jpg,"[110, 36, 266, 270]"
737,Theodosius II,images/737_obv_Theodosius II.jpg,"[72, 34, 250, 261]"
738,Theodosius II,images/738_obv_Theodosius II.jpg,"[19.237258911132812, 22.193668365478516, 261.94610595703125, 270.2020263671875]"
739,Theodosius II,images/739_obv_Theodosius II.jpg,"[68, 68, 209, 269]"
740,Theodosius II,images/740_obv_Theodosius II__Honorius.jpg,"[62, 63, 250, 268]"
741,Theodosius II,images/741_obv_Theodosius II.jpg,"[51, 75, 213, 288]"
742,Theodosius II,images/742_obv_Theodosius II.jpg,"[37.14505386352539, 31.8232421875, 259.38592529296875, 289.2958679199219]"
743,Theodosius II,images/743_obv_Theodosius II.jpg,"[63, 73, 216, 282]"
744,Theodosius II,images/744_obv_Theodosius II.jpg,"[63, 85, 236, 278]"
745,Theodosius II,images/745_obv_Theodosius II.jpg,"[65, 61, 209, 282]"
746,Theodosius II,images/746_obv_Honorius__Theodosius II.jpg,"[77, 30, 243, 258]"
747,Theodosius II,images/747_obv_Theodosius II.jpg,"[30, 24, 244, 253]"
748,Theodosius II,images/748_obv_Theodosius II.jpg,"[48, 65, 205, 279]"
749,Theodosius II,images/749_obv_Theodosius II.jpg,"[62, 65, 220, 280]"
750,Theodosius II,images/750_obv_Theodosius II.jpg,"[62, 93, 215, 272]"
751,Theodosius II,images/751_obv_Theodosius II.jpg,"[63, 42, 252, 258]"
752,Theodosius II,images/752_obv_Theodosius II.jpg,"[97, 65, 260, 270]"
753,Theodosius II,images/753_obv_Theodosius II.jpg,"[77, 57, 227, 259]"
754,Theodosius II,images/754_obv_Theodosius II.jpg,"[43, 35, 206, 263]"
755,Theodosius II,images/755_obv_Theodosius II.jpg,"[74, 62, 249, 270]"
756,Theodosius II,images/756_obv_Theodosius II.jpg,"[66, 44, 252, 266]"
757,Theodosius II,images/757_obv_Theodosius II.jpg,"[76, 42, 255, 266]"
758,Theodosius II,images/758_obv_Theodosius II.jpg,"[66, 46, 255, 247]"
759,Theodosius II,images/759_obv_Theodosius II.jpg,"[59, 45, 238, 264]"
760,Theodosius II,images/760_obv_Theodosius II.jpg,"[56, 57, 225, 266]"
761,Theodosius II,images/761_obv_Theodosius II__Honorius.jpg,"[44, 78, 233, 280]"
762,Theodosius II,images/762_obv_Theodosius II__Arcadius__Honorius.jpg,"[44, 78, 228, 270]"
763,Theodosius II,images/763_obv_Theodosius II__Arcadius__Honorius.jpg,"[48, 50, 241, 273]"
764,Theodosius II,images/764_obv_Honorius__Arcadius__Theodosius II.jpg,"[66, 52, 226, 263]"
765,Theodosius II,images/765_obv_Arcadius__Honorius__Theodosius II.jpg,"[74, 71, 223, 286]"
766,Theodosius II,images/766_obv_Theodosius II.jpg,"[81, 52, 229, 257]"
767,Theodosius II,images/767_obv_Theodosius II.jpg,"[77, 69, 227, 295]"
768,Theodosius II,images/768_obv_Theodosius II.jpg,"[71, 31, 228, 275]"
769,Theodosius II,images/769_obv_Arcadius__Honorius__Theodosius II.jpg,"[73, 53, 228, 275]"
770,Theodosius II,images/770_obv_Theodosius II.jpg,"[78, 34, 241, 266]"
771,Theodosius II,images/771_obv_Theodosius II.jpg,"[48, 43, 245, 260]"
772,Theodosius II,images/772_obv_Theodosius II.jpg,"[57, 45, 237, 255]"
773,Theodosius II,images/773_obv_Theodosius II__Valentinian III.jpg,"[70, 51, 252, 276]"
774,Theodosius II,images/774_obv_Theodosius II__Valentinian III.jpg,"[66, 43, 237, 257]"
775,Theodosius II,images/775_obv_Theodosius II__Valentinian III.jpg,"[59, 42, 249, 257]"
776,Theodosius II,images/776_obv_Theodosius II.jpg,"[72, 32, 209, 253]"
777,Theodosius II,images/777_obv_Theodosius II.jpg,"[49, 42, 234, 274]"
778,Theodosius II,images/778_obv_Theodosius II__Valentinian III.jpg,"[88, 45, 228, 236]"
779,Severus Alexander,images/779_obv_Severus Alexander.jpg,"[74, 69, 243, 279]"
780,Severus Alexander,images/780_obv_Severus Alexander.jpg,"[76, 83, 224, 268]"
781,Severus Alexander,images/781_obv_Severus Alexander.jpg,"[60, 40, 245, 286]"
782,Severus Alexander,images/782_obv_Severus Alexander.jpg,"[73, 33, 231, 246]"
783,Severus Alexander,images/783_obv_Severus Alexander.jpg,"[76, 55, 215, 278]"
784,Severus Alexander,images/784_obv_Severus Alexander.jpg,"[82, 64, 237, 266]"
785,Severus Alexander,images/785_obv_Severus Alexander.jpg,"[73, 55, 215, 298]"
786,Severus Alexander,images/786_obv_Severus Alexander.jpg,"[69, 81, 239, 289]"
787,Severus Alexander,images/787_obv_Severus Alexander.jpg,"[71, 43, 235, 280]"
788,Severus Alexander,images/788_obv_Severus Alexander.jpg,"[64, 55, 245, 288]"
789,Severus Alexander,images/789_obv_Severus Alexander.jpg,"[72, 64, 214, 258]"
790,Severus Alexander,images/790_obv_Severus Alexander.jpg,"[75, 65, 232, 279]"
791,Severus Alexander,images/791_obv_Severus Alexander.jpg,"[92, 53, 238, 260]"
792,Severus Alexander,images/792_obv_Severus Alexander.jpg,"[79, 47, 241, 280]"
793,Severus Alexander,images/793_obv_Severus Alexander.jpg,"[66, 46, 247, 277]"
794,Severus Alexander,images/794_obv_Severus Alexander.jpg,"[69, 53, 227, 270]"
795,Severus Alexander,images/795_obv_Severus Alexander.jpg,"[66, 76, 205, 289]"
796,Severus Alexander,images/796_obv_Severus Alexander.jpg,"[72, 64, 216, 270]"
797,Severus Alexander,images/797_obv_Severus Alexander.jpg,"[87, 69, 234, 271]"
798,Severus Alexander,images/798_obv_Severus Alexander.jpg,"[62, 64, 221, 279]"
799,Severus Alexander,images/799_obv_Severus Alexander.jpg,"[63, 64, 233, 289]"
800,Severus Alexander,images/800_obv_Severus Alexander.jpg,"[83, 58, 237, 290]"
801,Severus Alexander,images/801_obv_Severus Alexander.jpg,"[72, 34, 236, 289]"
802,Severus Alexander,images/802_obv_Severus Alexander.jpg,"[71, 52, 242, 272]"
803,Severus Alexander,images/803_obv_Severus Alexander.jpg,"[64, 67, 220, 292]"
804,Severus Alexander,images/804_obv_Severus Alexander.jpg,"[33.46360778808594, 45.3151969909668, 258.7701721191406, 295.4680480957031]"
805,Severus Alexander,images/805_obv_Severus Alexander.jpg,"[69, 51, 223, 281]"
806,Severus Alexander,images/806_obv_Severus Alexander.jpg,"[81, 60, 228, 268]"
807,Severus Alexander,images/807_obv_Severus Alexander.jpg,"[50, 59, 201, 278]"
808,Severus Alexander,images/808_obv_Severus Alexander.jpg,"[73, 56, 241, 285]"
809,Severus Alexander,images/809_obv_Severus Alexander.jpg,"[59, 54, 233, 281]"
810,Severus Alexander,images/810_obv_Severus Alexander.jpg,"[68, 57, 244, 291]"
811,Severus Alexander,images/811_obv_Severus Alexander.jpg,"[52.724937438964844, 50.3834114074707, 263.80810546875, 291.935546875]"
812,Severus Alexander,images/812_obv_Severus Alexander.jpg,"[72, 47, 244, 288]"
813,Severus Alexander,images/813_obv_Severus Alexander.jpg,"[59, 29, 235, 266]"
814,Severus Alexander,images/814_obv_Severus Alexander.jpg,"[99.45833587646484, 55.59153747558594, 260.42486572265625, 274.7438659667969]"
815,Severus Alexander,images/815_obv_Severus Alexander.jpg,"[66.86671447753906, 51.90616226196289, 246.63536071777344, 297.1038818359375]"
816,Severus Alexander,images/816_obv_Severus Alexander.jpg,"[77, 42, 237, 247]"
817,Severus Alexander,images/817_obv_Severus Alexander.jpg,"[89, 54, 234, 259]"
818,Severus Alexander,images/818_obv_Severus Alexander.jpg,"[79, 39, 246, 286]"
819,Severus Alexander,images/819_obv_Severus Alexander.jpg,"[81, 42, 226, 253]"
820,Severus Alexander,images/820_obv_Severus Alexander.jpg,"[70, 44, 235, 284]"
821,Severus Alexander,images/821_obv_Severus Alexander.jpg,"[55, 48, 220, 276]"
822,Severus Alexander,images/822_obv_Severus Alexander.jpg,"[69, 58, 226, 279]"
823,Severus Alexander,images/823_obv_Severus Alexander.jpg,"[95, 64, 237, 282]"
824,Severus Alexander,images/824_obv_Severus Alexander.jpg,"[56, 36, 215, 254]"
825,Severus Alexander,images/825_obv_Severus Alexander.jpg,"[70, 51, 245, 275]"
826,Severus Alexander,images/826_obv_Severus Alexander.jpg,"[82, 41, 244, 275]"
827,Severus Alexander,images/827_obv_Severus Alexander.jpg,"[66, 58, 220, 286]"
828,Severus Alexander,images/828_obv_Severus Alexander.jpg,"[93, 51, 266, 277]"
829,Severus Alexander,images/829_obv_Severus Alexander.jpg,"[104, 48, 246, 261]"
830,Severus Alexander,images/830_obv_Severus Alexander.jpg,"[69, 30, 239, 258]"
831,Severus Alexander,images/831_obv_Severus Alexander.jpg,"[66, 34, 247, 276]"
832,Severus Alexander,images/832_obv_Severus Alexander.jpg,"[77, 60, 224, 282]"
833,Severus Alexander,images/833_obv_Severus Alexander.jpg,"[78, 32, 243, 257]"
834,Severus Alexander,images/834_obv_Severus Alexander.jpg,"[60, 58, 231, 275]"
835,Severus Alexander,images/835_obv_Severus Alexander.jpg,"[81, 46, 236, 265]"
836,Severus Alexander,images/836_obv_Severus Alexander.jpg,"[94, 52, 230, 284]"
837,Severus Alexander,images/837_obv_Severus Alexander.jpg,"[80, 70, 235, 275]"
838,Severus Alexander,images/838_obv_Severus Alexander.jpg,"[67, 60, 242, 277]"
839,Severus Alexander,images/839_obv_Severus Alexander.jpg,"[53, 41, 225, 271]"
840,Severus Alexander,images/840_obv_Severus Alexander.jpg,"[69, 53, 249, 271]"
841,Severus Alexander,images/841_obv_Severus Alexander.jpg,"[88, 45, 244, 287]"
842,Severus Alexander,images/842_obv_Severus Alexander.jpg,"[65, 58, 222, 275]"
843,Severus Alexander,images/843_obv_Severus Alexander.jpg,"[78, 45, 234, 274]"
844,Severus Alexander,images/844_obv_Severus Alexander.jpg,"[61, 59, 227, 246]"
845,Severus Alexander,images/845_obv_Severus Alexander.jpg,"[62, 60, 221, 263]"
846,Severus Alexander,images/846_obv_Severus Alexander.jpg,"[75, 63, 225, 256]"
847,Severus Alexander,images/847_obv_Severus Alexander.jpg,"[80, 61, 219, 267]"
848,Severus Alexander,images/848_obv_Severus Alexander.jpg,"[68, 47, 249, 282]"
849,Severus Alexander,images/849_obv_Severus Alexander.jpg,"[54, 47, 238, 288]"
850,Severus Alexander,images/850_obv_Severus Alexander.jpg,"[78, 39, 235, 248]"
851,Severus Alexander,images/851_obv_Severus Alexander.jpg,"[39, 46, 210, 267]"
852,Severus Alexander,images/852_obv_Severus Alexander.jpg,"[79, 76, 240, 279]"
853,Severus Alexander,images/853_obv_Severus Alexander.jpg,"[71, 40, 239, 275]"
854,Severus Alexander,images/854_obv_Severus Alexander.jpg,"[62, 41, 264, 275]"
855,Severus Alexander,images/855_obv_Severus Alexander.jpg,"[76, 46, 226, 262]"
856,Severus Alexander,images/856_obv_Severus Alexander.jpg,"[83, 66, 231, 261]"
857,Severus Alexander,images/857_obv_Severus Alexander.jpg,"[63, 48, 230, 265]"
858,Severus Alexander,images/858_obv_Severus Alexander.jpg,"[64, 63, 214, 273]"
859,Severus Alexander,images/859_obv_Severus Alexander.jpg,"[58, 68, 234, 281]"
860,Severus Alexander,images/860_obv_Severus Alexander.jpg,"[75, 56, 222, 286]"
861,Severus Alexander,images/861_obv_Severus Alexander.jpg,"[65, 64, 223, 268]"
862,Severus Alexander,images/862_obv_Severus Alexander.jpg,"[49, 45, 222, 273]"
863,Severus Alexander,images/863_obv_Severus Alexander.jpg,"[69, 52, 217, 286]"
864,Severus Alexander,images/864_obv_Severus Alexander.jpg,"[55, 55, 224, 269]"
865,Severus Alexander,images/865_obv_Severus Alexander.jpg,"[42, 34, 226, 277]"
866,Severus Alexander,images/866_obv_Severus Alexander.jpg,"[71, 61, 251, 293]"
867,Severus Alexander,images/867_obv_Severus Alexander.jpg,"[79, 38, 224, 276]"
868,Severus Alexander,images/868_obv_Severus Alexander.jpg,"[74, 52, 228, 279]"
869,Severus Alexander,images/869_obv_Severus Alexander.jpg,"[53, 63, 208, 278]"
870,Severus Alexander,images/870_obv_Severus Alexander.jpg,"[61, 67, 217, 269]"
871,Severus Alexander,images/871_obv_Severus Alexander.jpg,"[80, 53, 235, 269]"
872,Severus Alexander,images/872_obv_Severus Alexander.jpg,"[66, 58, 238, 278]"
873,Severus Alexander,images/873_obv_Severus Alexander.jpg,"[86, 33, 243, 266]"
874,Severus Alexander,images/874_obv_Severus Alexander.jpg,"[65, 56, 230, 288]"
875,Severus Alexander,images/875_obv_Severus Alexander.jpg,"[68, 42, 247, 280]"
876,Severus Alexander,images/876_obv_Severus Alexander.jpg,"[72, 62, 223, 273]"
877,Severus Alexander,images/877_obv_Severus Alexander.jpg,"[57, 39, 246, 279]"
878,Severus Alexander,images/878_obv_Severus Alexander.jpg,"[80, 53, 229, 272]"
879,Severus Alexander,images/879_obv_Severus Alexander.jpg,"[61, 30, 235, 277]"
880,Severus Alexander,images/880_obv_Severus Alexander.jpg,"[66, 52, 226, 276]"
881,Severus Alexander,images/881_obv_Severus Alexander.jpg,"[68, 60, 224, 264]"
882,Severus Alexander,images/882_obv_Severus Alexander.jpg,"[49, 41, 225, 268]"
883,Severus Alexander,images/883_obv_Severus Alexander.jpg,"[85, 41, 252, 289]"
884,Severus Alexander,images/884_obv_Severus Alexander.jpg,"[72, 50, 239, 278]"
885,Severus Alexander,images/885_obv_Severus Alexander.jpg,"[78, 50, 230, 266]"
886,Severus Alexander,images/886_obv_Severus Alexander.jpg,"[70, 54, 243, 280]"
887,Severus Alexander,images/887_obv_Severus Alexander.jpg,"[76, 43, 221, 270]"
888,Severus Alexander,images/888_obv_Severus Alexander.jpg,"[71, 56, 230, 289]"
889,Severus Alexander,images/889_obv_Severus Alexander.jpg,"[96, 41, 237, 274]"
890,Severus Alexander,images/890_obv_Severus Alexander.jpg,"[71, 38, 239, 277]"
891,Severus Alexander,images/891_obv_Severus Alexander.jpg,"[65, 50, 225, 276]"
892,Severus Alexander,images/892_obv_Severus Alexander.jpg,"[87, 46, 240, 289]"
893,Severus Alexander,images/893_obv_Severus Alexander.jpg,"[75, 41, 242, 272]"
894,Severus Alexander,images/894_obv_Severus Alexander.jpg,"[77, 50, 229, 285]"
895,Severus Alexander,images/895_obv_Severus Alexander.jpg,"[92, 57, 238, 283]"
896,Severus Alexander,images/896_obv_Severus Alexander.jpg,"[87, 50, 241, 266]"
897,Severus Alexander,images/897_obv_Severus Alexander.jpg,"[78, 48, 227, 285]"
898,Severus Alexander,images/898_obv_Severus Alexander.jpg,"[69, 53, 263, 282]"
899,Severus Alexander,images/899_obv_Severus Alexander.jpg,"[90, 55, 239, 270]"
900,Severus Alexander,images/900_obv_Severus Alexander.jpg,"[75, 65, 226, 276]"
901,Severus Alexander,images/901_obv_Severus Alexander.jpg,"[80, 54, 241, 286]"
902,Severus Alexander,images/902_obv_Severus Alexander.jpg,"[16.277244567871094, 48.75523376464844, 241.5878448486328, 299.9211120605469]"
903,Severus Alexander,images/903_obv_Severus Alexander.jpg,"[12.697633743286133, 49.658084869384766, 213.63449096679688, 295.056884765625]"
904,Severus Alexander,images/904_obv_Severus Alexander.jpg,"[84, 55, 238, 278]"
905,Severus Alexander,images/905_obv_Severus Alexander.jpg,"[84, 35, 243, 278]"
906,Severus Alexander,images/906_obv_Severus Alexander.jpg,"[74, 49, 235, 284]"
907,Severus Alexander,images/907_obv_Severus Alexander.jpg,"[70, 47, 240, 276]"
908,Severus Alexander,images/908_obv_Severus Alexander.jpg,"[105.7166748046875, 69.44866943359375, 292.0673522949219, 294.5679931640625]"
909,Severus Alexander,images/909_obv_Severus Alexander.jpg,"[70, 46, 239, 284]"
910,Severus Alexander,images/910_obv_Severus Alexander.jpg,"[79, 60, 222, 284]"
911,Severus Alexander,images/911_obv_Severus Alexander.jpg,"[59, 49, 233, 286]"
912,Severus Alexander,images/912_obv_Severus Alexander.jpg,"[87, 46, 227, 255]"
913,Severus Alexander,images/913_obv_Severus Alexander.jpg,"[68, 78, 216, 254]"
914,Severus Alexander,images/914_obv_Severus Alexander.jpg,"[74, 59, 235, 277]"
915,Severus Alexander,images/915_obv_Severus Alexander.jpg,"[68, 58, 237, 275]"
916,Severus Alexander,images/916_obv_Severus Alexander.jpg,"[64, 56, 228, 280]"
917,Severus Alexander,images/917_obv_Severus Alexander.jpg,"[71, 52, 225, 276]"
918,Severus Alexander,images/918_obv_Severus Alexander.jpg,"[62, 57, 235, 272]"
919,Severus Alexander,images/919_obv_Severus Alexander.jpg,"[54, 62, 237, 270]"
920,Severus Alexander,images/920_obv_Severus Alexander.jpg,"[70, 56, 232, 271]"
921,Severus Alexander,images/921_obv_Severus Alexander.jpg,"[90, 67, 203, 248]"
922,Severus Alexander,images/922_obv_Severus Alexander.jpg,"[79, 65, 240, 277]"
923,Severus Alexander,images/923_obv_Severus Alexander.jpg,"[84, 58, 219, 288]"
924,Severus Alexander,images/924_obv_Severus Alexander.jpg,"[62, 49, 213, 271]"
925,Severus Alexander,images/925_obv_Severus Alexander.jpg,"[76, 33, 232, 272]"
926,Severus Alexander,images/926_obv_Severus Alexander.jpg,"[58, 60, 230, 288]"
927,Severus Alexander,images/927_obv_Severus Alexander.jpg,"[60, 56, 228, 290]"
928,Severus Alexander,images/928_obv_Severus Alexander.jpg,"[79, 49, 256, 275]"
929,Severus Alexander,images/929_obv_Severus Alexander.jpg,"[62, 46, 222, 275]"
930,Severus Alexander,images/930_obv_Severus Alexander.jpg,"[53, 41, 216, 277]"
931,Severus Alexander,images/931_obv_Severus Alexander.jpg,"[64, 81, 228, 293]"
932,Severus Alexander,images/932_obv_Severus Alexander.jpg,"[84, 81, 242, 279]"
933,Severus Alexander,images/933_obv_Severus Alexander.jpg,"[67, 62, 233, 283]"
934,Severus Alexander,images/934_obv_Severus Alexander.jpg,"[54, 43, 210, 289]"
935,Severus Alexander,images/935_obv_Severus Alexander.jpg,"[88, 60, 237, 283]"
936,Severus Alexander,images/936_obv_Severus Alexander.jpg,"[63, 62, 218, 272]"
937,Severus Alexander,images/937_obv_Severus Alexander.jpg,"[31.101198196411133, 51.38869094848633, 257.00390625, 294.86480712890625]"
938,Severus Alexander,images/938_obv_Severus Alexander.jpg,"[58.15666198730469, 52.950523376464844, 226.999755859375, 279.40576171875]"
939,Severus Alexander,images/939_obv_Severus Alexander.jpg,"[69, 42, 226, 265]"
940,Severus Alexander,images/940_obv_Severus Alexander.jpg,"[67, 52, 234, 283]"
941,Severus Alexander,images/941_obv_Severus Alexander.jpg,"[73, 48, 238, 283]"
942,Severus Alexander,images/942_obv_Severus Alexander.jpg,"[54, 40, 228, 265]"
943,Severus Alexander,images/943_obv_Severus Alexander.jpg,"[61, 62, 230, 273]"
944,Severus Alexander,images/944_obv_Severus Alexander.jpg,"[42.45734786987305, 32.77696228027344, 250.94468688964844, 290.43609619140625]"
945,Severus Alexander,images/945_obv_Severus Alexander.jpg,"[59, 47, 237, 288]"
946,Severus Alexander,images/946_obv_Severus Alexander.jpg,"[36.77627944946289, 53.36897659301758, 257.9143981933594, 299.4844970703125]"
947,Severus Alexander,images/947_obv_Severus Alexander.jpg,"[67, 58, 235, 274]"
948,Severus Alexander,images/948_obv_Severus Alexander.jpg,"[69, 28, 248, 294]"
949,Severus Alexander,images/949_obv_Severus Alexander.jpg,"[89, 46, 236, 286]"
950,Severus Alexander,images/950_obv_Severus Alexander.jpg,"[71, 20, 250, 290]"
951,Severus Alexander,images/951_obv_Severus Alexander.jpg,"[69, 28, 256, 267]"
952,Severus Alexander,images/952_obv_Severus Alexander.jpg,"[49, 47, 234, 280]"
953,Severus Alexander,images/953_obv_Severus Alexander.jpg,"[20.645282745361328, 28.952463150024414, 263.1489562988281, 299.51824951171875]"
954,Severus Alexander,images/954_obv_Severus Alexander.jpg,"[55, 31, 228, 275]"
955,Severus Alexander,images/955_obv_Severus Alexander.jpg,"[58, 48, 230, 261]"
956,Severus Alexander,images/956_obv_Severus Alexander.jpg,"[81, 51, 231, 287]"
957,Severus Alexander,images/957_obv_Severus Alexander.jpg,"[44, 46, 237, 290]"
958,Severus Alexander,images/958_obv_Severus Alexander.jpg,"[60, 44, 235, 286]"
959,Severus Alexander,images/959_obv_Severus Alexander.jpg,"[67, 48, 245, 294]"
960,Severus Alexander,images/960_obv_Severus Alexander.jpg,"[48, 48, 233, 280]"
961,Severus Alexander,images/961_obv_Severus Alexander.jpg,"[32, 47, 244, 289]"
962,Severus Alexander,images/962_obv_Severus Alexander.jpg,"[56, 37, 225, 281]"
963,Severus Alexander,images/963_obv_Severus Alexander.jpg,"[49.34093475341797, 53.50598907470703, 260.02117919921875, 296.0597229003906]"
964,Severus Alexander,images/964_obv_Severus Alexander.jpg,"[60, 36, 231, 286]"
965,Severus Alexander,images/965_obv_Severus Alexander.jpg,"[16.781957626342773, 25.128162384033203, 246.5421142578125, 287.7596130371094]"
966,Severus Alexander,images/966_obv_Severus Alexander.jpg,"[53, 56, 240, 278]"
967,Severus Alexander,images/967_obv_Severus Alexander.jpg,"[64, 44, 241, 279]"
968,Severus Alexander,images/968_obv_Severus Alexander.jpg,"[67, 64, 236, 278]"
969,Severus Alexander,images/969_obv_Severus Alexander.jpg,"[43, 52, 237, 286]"
970,Severus Alexander,images/970_obv_Severus Alexander.jpg,"[59, 46, 225, 281]"
971,Severus Alexander,images/971_obv_Severus Alexander.jpg,"[57, 48, 233, 293]"
972,Severus Alexander,images/972_obv_Severus Alexander.jpg,"[78, 46, 240, 269]"
973,Severus Alexander,images/973_obv_Severus Alexander.jpg,"[61, 31, 263, 273]"
974,Severus Alexander,images/974_obv_Severus Alexander.jpg,"[79, 54, 250, 282]"
975,Severus Alexander,images/975_obv_Severus Alexander.jpg,"[63, 47, 220, 279]"
976,Severus Alexander,images/976_obv_Severus Alexander.jpg,"[59, 36, 232, 284]"
977,Severus Alexander,images/977_obv_Severus Alexander.jpg,"[69, 46, 232, 316]"
978,Severus Alexander,images/978_obv_Severus Alexander.jpg,"[72, 61, 221, 278]"
979,Severus Alexander,images/979_obv_Severus Alexander.jpg,"[74, 58, 241, 263]"
980,Severus Alexander,images/980_obv_Severus Alexander.jpg,"[35.29729080200195, 38.55359649658203, 269.5242004394531, 284.91485595703125]"
981,Severus Alexander,images/981_obv_Severus Alexander.jpg,"[45, 44, 243, 273]"
982,Severus Alexander,images/982_obv_Severus Alexander.jpg,"[69, 46, 247, 287]"
983,Severus Alexander,images/983_obv_Severus Alexander.jpg,"[0.0, 52.033851623535156, 235.5322723388672, 290.5376892089844]"
984,Severus Alexander,images/984_obv_Severus Alexander.jpg,"[73, 44, 219, 279]"
985,Severus Alexander,images/985_obv_Severus Alexander.jpg,"[87, 55, 244, 277]"
986,Severus Alexander,images/986_obv_Severus Alexander.jpg,"[62, 39, 237, 278]"
987,Severus Alexander,images/987_obv_Severus Alexander.jpg,"[63, 46, 237, 288]"
988,Severus Alexander,images/988_obv_Severus Alexander.jpg,"[61, 38, 245, 301]"
989,Severus Alexander,images/989_obv_Severus Alexander.jpg,"[76, 38, 235, 268]"
990,Severus Alexander,images/990_obv_Severus Alexander.jpg,"[55, 37, 228, 288]"
991,Severus Alexander,images/991_obv_Severus Alexander.jpg,"[48, 22, 215, 283]"
992,Severus Alexander,images/992_obv_Severus Alexander.jpg,"[55, 49, 228, 285]"
993,Severus Alexander,images/993_obv_Severus Alexander.jpg,"[74, 56, 226, 296]"
994,Severus Alexander,images/994_obv_Severus Alexander.jpg,"[70, 47, 220, 251]"
